StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_age,consent_understand,consent_participate,Q646_Browser,Q646_Version,Q646_Operating System,Q646_Resolution,attention_check_1_1,attention_check_1_2,attention_check_1_3,attention_check_2,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_child,AC_4_intent_child,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_elderly,AC_4_intent_elderly,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_child,AC_4_random_child,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_elderly,AC_4_random_elderly,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_woman,AC_4_intent_woman,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_man,AC_4_intent_man,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_woman,AC_4_random_woman,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_man,AC_4_random_man,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_athlete,AC_4_intent_athlete,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_obese,AC_4_intent_obese,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_athlete,AC_4_random_athlete,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_obese,AC_4_random_obese,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_exec,AC_4_intent_exec,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_homeless,AC_4_intent_homeless,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_exec,AC_4_random_exec,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_homeless,AC_4_random_homeless,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_lawful,AC_4_intent_lawful,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_intent_lawless,AC_4_intent_lawless,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_lawful,AC_4_random_lawful,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,worry_self_robocar_1,worry_others_robocar_1,AC_3_random_lawless,AC_4_random_lawless,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments
5/6/20 7:35,5/6/20 7:40,IP Address,184.102.72.149,100,281,TRUE,5/6/20 7:40,R_2aPp48ycrPhkPpy,,,,,41.35249329,-86.30609894,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1536x864,15,30,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,52,88,90,88,87,70,10,73,76,38,48,46,88,Randomly,Law-breaking person,Female,,White,,33,Vocational/Technical School (2 year),,NA
5/6/20 7:38,5/6/20 7:40,IP Address,198.161.136.195,100,140,TRUE,5/6/20 7:40,R_BRLXF9CPfiBYvex,,,,,41.90170288,-87.65630341,anonymous,EN,Yes,Yes,Yes,Chrome,80.0.3987.163,Windows NT 6.1,1366x768,15,30,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,100,100,100,100,21,20,18,47,10,10,22,91,Randomly,Athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,33,"Professional Degree (MD, JD, etc.)",,
5/6/20 7:36,5/6/20 7:41,IP Address,47.224.50.72,100,257,TRUE,5/6/20 7:41,R_BXoec3D9aEqhbWx,,,,,45.60800171,-84.48670197,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1920x1080,15,40,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,0,30,100,100,100,0,65,70,Deliberately,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,44,College Graduate (4 year),,
5/6/20 7:31,5/6/20 7:41,IP Address,47.219.219.213,100,590,TRUE,5/6/20 7:41,R_28UkNJdMrRd4iNw,,,,,31.34660339,-94.83039856,anonymous,EN,Yes,Yes,Yes,Edge,18.18363,Windows NT 10.0,1152x720,15,20,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,100,100,100,100,1,100,100,100,100,100,Deliberately,Elderly person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,61,High School or Equivalent,,"All robo type cars should have a manual override so the occupant of the robocar can control the car if necessary also there should be a kill switch/button, it being an eletirc car should stop it quickly."
5/6/20 7:38,5/6/20 7:41,IP Address,75.110.239.159,100,156,TRUE,5/6/20 7:41,R_12cohhtgnsiRpiG,,,,,38.42030334,-81.99469757,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.122,Windows NT 6.1,1920x1080,15,30,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,100,100,70,40,10,10,20,75,75,100,100,Randomly,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,31,Some College,,
5/6/20 7:38,5/6/20 7:41,IP Address,104.54.238.228,100,206,TRUE,5/6/20 7:41,R_1IAwWipOFhaOQjx,,,,,30.50340271,-97.74939728,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1280x720,15,40,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,100,82,100,90,19,13,3,0,52,51,49,75,Randomly,Law-abiding person,,,,,,,,,,,,,,,,,Male,,White,,41,Doctoral Degree (PhD),,no
5/6/20 7:37,5/6/20 7:41,IP Address,75.66.85.88,100,259,TRUE,5/6/20 7:41,R_2rqMpB0KiTHGEUE,,,,,35.07609558,-89.85469818,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1440x900,15,30,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,Deliberately,Athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,79,College Graduate (4 year),,no
5/6/20 7:38,5/6/20 7:42,IP Address,67.44.161.43,100,204,TRUE,5/6/20 7:42,R_2OI8GhZx2vCSfrt,,,,,29.60020447,-95.51119995,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1920x1080,15,40,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,50,37,5,1,3,0,0,0,4,31,11,10,4,Randomly,Large person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,49,High School or Equivalent,,
5/6/20 7:37,5/6/20 7:42,IP Address,76.182.3.183,100,294,TRUE,5/6/20 7:42,R_T7P1NlqqA2zWuAx,,,,,35.7696991,-79.17700195,anonymous,EN,Yes,Yes,Yes,Chrome,80.0.3987.149,Macintosh,1920x1080,15,17,20,0,,,,,,,,,,,,,,,,,92,21,92,81,84,81,36,40,32,36,74,37,90,90,Deliberately,Elderly person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,Asian,,50,College Graduate (4 year),,No.
5/6/20 7:37,5/6/20 7:42,IP Address,66.116.35.29,100,286,TRUE,5/6/20 7:42,R_2dzrAdVf7Dsa6NL,,,,,39.479599,-88.37550354,anonymous,EN,Yes,Yes,Yes,Firefox,76,Macintosh,1440x900,15,23,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30,70,40,75,30,10,0,0,0,0,0,5,60,Neither,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,59,College Graduate (4 year),,
5/6/20 7:38,5/6/20 7:42,IP Address,47.28.230.149,100,268,TRUE,5/6/20 7:42,R_OCFQVEoV54BNLfb,,,,,41.10339355,-104.905899,anonymous,EN,Yes,Yes,Yes,Safari iPhone,13.1,iPhone,414x736,15,40,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,50,25,60,50,30,35,25,55,85,25,5,50,Randomly,Large person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,43,Masters Degree (MS),,
5/6/20 7:40,5/6/20 7:42,IP Address,207.237.64.138,100,152,TRUE,5/6/20 7:42,R_3HS6ajhmxK5aH9M,,,,,40.73640442,-73.86949921,anonymous,EN,Yes,Yes,Yes,Safari iPhone,12,iPhone,414x736,15,32,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,26,81,93,92,93,4,6,2,87,93,39,100,100,Deliberately,Homeless person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,36,"Professional Degree (MD, JD, etc.)",,
5/6/20 7:39,5/6/20 7:43,IP Address,184.179.50.152,100,187,TRUE,5/6/20 7:43,R_2QnYlICtMJwNESP,,,,,29.12809753,-82.29750061,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1366x768,15,30,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,30,75,59,60,59,49,61,65,50,60,62,16,70,Deliberately,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,57,College Graduate (4 year),,
5/6/20 7:39,5/6/20 7:43,IP Address,45.46.202.169,100,245,TRUE,5/6/20 7:43,R_3CTrOhoO5XRKK3C,,,,,43.09080505,-77.43479919,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1536x864,15,30,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,92,100,92,100,100,51,49,30,29,20,29,100,100,Deliberately,Law-abiding person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,39,Masters Degree (MS),,
5/6/20 7:35,5/6/20 7:43,IP Address,68.13.206.158,100,435,TRUE,5/6/20 7:43,R_2ZWxyr73dDdRiyL,,,,,37.31970215,-76.76249695,anonymous,EN,Yes,Yes,Yes,Safari,13.0.5,Macintosh,1440x900,15,30,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,50,80,0,0,Deliberately,Elderly person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,27,Some College,,N/A
5/6/20 7:39,5/6/20 7:43,IP Address,97.75.153.243,100,261,TRUE,5/6/20 7:43,R_3no7hdSuTBxH2CH,,,,,36.0019989,-80.00039673,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 10.0,1280x720,15,20,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,30,1,1,10,1,1,1,1,60,50,25,25,Randomly,Executive/Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,19,Some College,,
5/6/20 7:38,5/6/20 7:44,IP Address,136.33.163.187,100,345,TRUE,5/6/20 7:44,R_33yAo8XTITEjo9p,,,,,39.11430359,-94.62529755,anonymous,EN,Yes,Yes,Yes,Chrome,81.0.4044.129,Windows NT 6.1,1280x800,15,30,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,100,100,100,0,0,0,0,0,0,50,100,Deliberately,Executive/Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,White,,63,College Graduate (4 year),,no
5/6/20 7:41,5/6/20 7:44,IP Address,69.114.101.186,100,173,TRUE,5/6/20 7:44,R_2ZHSS9Qya7ZdgVF,,,,,40.83120728,-73.90670013,anonymous,EN,Yes,Yes,Yes,Firefox,75,Windows NT 10.0,1536x864,15,30,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,70,9,19,71,0,0,0,4,29,22,95,95,Deliberately,Large person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,25,Some College,,no
5/6/20 7:40,5/6/20 7:44,IP Address,75.190.204.157,100,249,TRUE,5/6/20 7:44,R_3iVC3hfbbLqtkW5,,,,,35.40100098,-80.8687973,anonymous,EN,Yes,Yes,Yes,Firefox,75,Windows NT 10.0,1920x1080,15,40,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,10,15,15,Deliberately,Law-breaking person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,White,,55,Masters Degree (MS),,no
5/6/20 7:40,5/6/20 7:44,IP Address,104.186.234.163,100,261,TRUE,5/6/20 7:44,R_1OqtaR5k14sfj8R,,,,,36.03219604,-79.8588028,anonymous,EN,Yes,Yes,Yes,Firefox,75,Windows NT 6.3,1093x614,15,30,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,65,20,20,20,10,0,0,10,0,0,30,50,Randomly,Homeless person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,Black,,53,"Professional Degree (MD, JD, etc.)",,
